,Company name,"Total assets
m USD
2014","Total assets
m USD
2013","Total assets
m USD
2012","Total assets
m USD
2011","Operating
revenue
(Turnover)
m USD
2014","Operating
revenue
(Turnover)
m USD
2013","Operating
revenue
(Turnover)
m USD
2012","Operating
revenue
(Turnover)
m USD
2011","Number of employees
Last avail. yr","Number of employees
2014","Number of employees
2013","Number of employees
2012","Number of employees
2011"
14025.,MERRILL LYNCH PIERCE FENNER & SMITH INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14026.,BANK OF MILLBROOK,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14027.,ADAMS STEVENS & BRADLEY LTD,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14028.,CYRUS MASTER HOLDINGS INC II,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14029.,TRADITION NORTH AMERICA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14030.,BIGLER HOLDING COMPANY LL,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14031.,ALMA BANK,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14032.,EQUITY ONE INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14033.,KEEPER HOLDINGS INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14034.,JP MORGAN CHASE BANK,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14035.,PHH MORTGAGE CORP,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14036.,ASTORIA FED SAVINGS BANK,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14037.,CPP-SYRACUSE INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14038.,THOMSON REUTERS,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14039.,EMPOWER FEDERAL CRED,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14040.,JPMORGAN CHASE & CO,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14041.,BANK OF AKRON,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14042.,JP MORGAN US REAL ESTATE INCOME,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14043.,37 NORTH 15TH STREET CORP,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14044.,PRUDENCE HOLDINGS INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14045.,PINE CAPITAL LLC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14046.,SUPERIOR PLUS ENERGY SERVICE INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14047.,JETRO HOLDINGS INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14048.,FRANCHISE EQUITY CAPITAL PARTNER,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14049.,UKRAINIAN NATIONAL FCU,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14050.,OPM HOLDINGS LLC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14051.,MISS UNIVERSE LP LLP,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14052.,QUEST CAPITAL MARKETS INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14053.,FAIRWAY FUNDING CORP,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14054.,CAPSTONE HOLDINGS GROUP,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14055.,JARDINE,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14056.,EQUITY OFFICE PROPERTIES,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14057.,NAPIER PK GLOBAL CAPITAL,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14058.,TEXAS CAPITAL BANK,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,-1,-1
14059.,POCAHONTAS ZARATHUSTRA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14060.,RNA INTERNATIONAL,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14061.,CITICORP TRUST BANK FSB,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14062.,NATIONAL BENEFIT LIFE INSURANCE C,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14063.,FIRST NIAGARA LEASING,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14064.,STATE OF NEW YORK,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14065.,SECURITY HOME MORTGAGE LTD,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14066.,CITIMORTGAGE INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14067.,DOMINION HOLDINGS LLC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14068.,BERKADIA COMMERCIAL MORTGAGE LLC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14069.,ROMEO HOLDINGS LLC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14070.,INFINITY MORTGAGE CORP,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14071.,NICKSAN HOLDINGS LLC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14072.,ECKO UNLIMITED,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14073.,GRISTEDES FOODS INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14074.,CARDINAL MORTGAGE CORP,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14075.,CENTURY HEALTH CAPITAL INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14076.,SUPERIOR PLUS ENERGY SERVICE INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14077.,LONG STREET HOME EQUITY CORP,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14078.,OAK STREET CHECK CASHING INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14079.,COMMISSION EXPRESS,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14080.,COPPER BEECH HOLDINGS LLC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14081.,GABLES HOLDING CO INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14082.,QUICK CASH OF MOHEGAN LAKE LLC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14083.,HANKYU HANSHIN EXPRESS,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14084.,HUDSON RIVER COMMUNITY CU,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14085.,MIZUHO ALTERNATIVE INVESTMENTS,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14086.,MIZUHO ALTERNATIVE INVEST,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14087.,CONSULTA USA INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14088.,PUBLICIS,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14089.,FRANCHISEHELP HOLDINGS LL,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14090.,UPRIGHT HOLDINGS LLC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14091.,FIRST NIAGARA BANK NATIONAL ASSOCIATION,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14092.,OIA GLOBAL LOGISTICS,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14093.,STANDARD GENERAL LP,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14094.,CAPITAL ONE,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14095.,VILLAGE HOME FUNDING CORP,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14096.,GARDA CL ATLANTIC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14097.,MAISON I LLC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14098.,JUBILEE HOLDINGS INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14099.,PINNACLE FUNDINGS INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14100.,SYAMNI FUNDING INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14101.,BEECHTREE HOLDINGS LLC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14102.,BROOKSTONE,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14103.,NORTHWEST SAVINGS BANK,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14104.,BNP PARIBAS,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14105.,BROOKSTONE,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14106.,SURE PAYMENT SOLUTIONS LL,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14107.,FIRST MERIDIAN MORTGAGE,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14108.,GOLD COAST BANK,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14109.,GENERAL GROWTH PROPERTIES,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14110.,REALTY FINANCE TRUST INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14111.,BLACKSTONE DEBT ADVISORS L.P.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14112.,BRE SELECT HOTELS CORP,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14113.,"CERBERUS MORTGAGE CAPITAL, INC.",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14114.,BARCLAYS CAPITAL ENERGY INC.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14115.,BARCLAYS COMMERCIAL MORTGAGE SECURITIES LLC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14116.,BARCLAYS SERVICES LLC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14117.,BCAP LLC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14118.,"COMMERZBANK U.S. FINANCE, INC.",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14119.,"CATALYST PUBLIC RELATIONS, INC.",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14120.,BLUE RIDGE CLO HOLDING COMPANY LLC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14121.,CINDA - DB NPL SECURITIZATION TRUST 2003-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14122.,DB ALTERNATIVE TRADING INC.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14123.,DB GREEN HOLDINGS CORP.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14124.,"DB GREEN, INC.",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14125.,"DB HOLDINGS (NEW YORK), INC.",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14126.,DB HOME LENDING HOLDINGS LLC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14127.,DB INVESTMENT RESOURCES (US) CORPORATION,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14128.,DB MAIA LLC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14129.,"DB PARTNERSHIP MANAGEMENT II, LLC",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14130.,DB PERRY INVESTMENTS LTD,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14131.,DB PETRI LLC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14132.,DB PRIVATE CLIENTS CORP.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14133.,"DBAH CAPITAL, LLC",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14134.,DBX ADVISORS LLC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14135.,"DEUTSCHE ALT-A SECURITIES, INC.",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14136.,DEUTSCHE BANK CONTINGENT CAPITAL TRUST I,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14137.,"DEUTSCHE MORTGAGE SECURITIES, INC.",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14138.,"STRUCTURED FINANCE AMERICAS, LLC",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14139.,TRS CYPRESS LLC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14140.,TRS ELM LLC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14141.,TRS HY FNDS LLC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14142.,TRS METIS LLC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14143.,TRS POPLAR LLC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14144.,TRS SCORPIO LLC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14145.,TRS SVCO LLC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14146.,TRS SYCAMORE LLC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14147.,TRS TUPELO LLC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14148.,TRS VENOR LLC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14149.,REVLON REAL ESTATE CORPORATION,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14150.,"WELLS FARGO PRIME SERVICES, LLC - NEW YORK",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14151.,VISUAL TECHNOLOGIES,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14152.,"WINSTON HARTON HOLDINGS, LLC",-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
14153.,"NM INCITE, LLC",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14154.,NATWEST NEW YORK,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14155.,MOXIE INTERACTIVE,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14156.,PREFERRED HOME FUNDING INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14157.,ELLMAN INTERNATIONAL,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14158.,MILA INTERNATIONAL,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14159.,CG ROXANE,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14160.,CARR PROPERTIES,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14161.,INDUSTRIAL & COMMERCIAL BANK OF,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14162.,SAXON MORTGAGE SERVICES INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14163.,CHAPDELAINE BROKERAGE LLC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14164.,JOHCM USA INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14165.,SAWYER SAVINGS BANK,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14166.,MARTABANO CHARLES V,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14167.,EMPOWER FEDERAL CREDIT UNION,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1
14168.,ENDURANCE US HOLDINGS CORP,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14169.,BERNARD CHAUS INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14170.,PEPELA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14171.,MASTER MORTGAGE BROKERS INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14172.,QUICK CASH OF EAST NEW YORK LLC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14173.,NORTH AMERICAN FUEL CORP,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14174.,TWO FRANKS HOLDINGS LLC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14175.,GENERATIONS BANK,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14176.,CHINATRUST COMMERCIAL BAN,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14177.,L W INTEGRITY FUNDING LLC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14178.,LINCOLN MORTGAGE CORP,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14179.,ALIBO FINANCING CORP,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14180.,ASTORIA FED SAVINGS BANK,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14181.,SILICON VALLEY BANK,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14182.,UNITED NORTHERN MORTGAGE BANKERS LIM,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14183.,BLUE SAND HOLDINGS INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14184.,"W & M SPRINKLER-NYC, LLC",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14185.,"DIGITAS, INC.",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14186.,42 DEGREES,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14187.,LIQUID THREAD,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14188.,JP MORGAN DIRECT VENTURE CAPIT,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14189.,TTG LLC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14190.,MASPETH PARTNERS LLC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14191.,JP MORGAN CHASE HOME FINANCE,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14192.,SAATCHI & SAATCHI,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14193.,LOUIS CAPITAL MARKETS LP,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14194.,OAK CIRCLE CAPITAL PART,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14195.,QUNINTESSENTIAL MORTGAGE,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14196.,APPLE BANK FOR SAVINGS,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14197.,SMC MORTGAGE CO,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14198.,AFFINITY HOLDING CO,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14199.,I & B CHECK CASHING CORP,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14200.,FHM MORTGAGE CORP,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14201.,JP MORGAN CHASE BANK NON QUALIFI,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14202.,MIDNIGHTBOX COM INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14203.,HMS HOST,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14204.,MEDICUS GROUP INTERNATIONAL INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14205.,PROTRAVEL INTERNATIONAL INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14206.,SNAP ADVANCES LLC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14207.,TRANSCEND HOLDINGS INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14208.,WESTMINSTER RESEARCH ASSOCIATES LLC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14209.,ACADEMY MORTGAGE CORP,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14210.,ASTORIA FEDERAL SAVINGS & LOAN,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14211.,SONI HOLDING LLC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14212.,DIME SAVINGS BANK,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14213.,GOLD COAST BANK,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14214.,FIRST RESIDENTIAL MORTGAGE,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14215.,NICHOLAS R Y HOLDINGS INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14216.,GENEVA MORTGAGE CORP,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14217.,HORTON POINT LLC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14218.,DIRECT BRANDS INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14219.,CIRCLEBACK LENDING LLC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14220.,TRITON DIGITAL,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14221.,STATE OF NEW YORK,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14222.,MONARCH REALTY HOLDINGS L,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14223.,CAPITAL REGION HOMES LLC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14224.,EVESTMENT ALLIANCE LLC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14225.,BLACKROCK INSTITUTIONAL SERVICES,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14226.,INNOVATIVE CARE LLC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14227.,HSBC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14228.,CITICAPITAL COMMERCIAL CORP,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14229.,PRECOPIA AGENCY INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14230.,ALPARGATAS USA INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14231.,BANC ONE ACCEPTANCE CORP,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14232.,GARDEN STATE COMMUNITY BANK,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14233.,ISLAND EXPRESS INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14234.,RADCLIFT CAPITAL MOR,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14235.,CROWN PARTNERS LLC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14236.,ARES MANAGEMENT HOLDINGS LLC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14237.,SOUTH FORK FUNDING INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14238.,ALB HOLDINGS LLC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14239.,THEW HOLDINGS LLC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14240.,RED APPLE GROUP INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14241.,JHK HOLDINGS LLC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14242.,GILBERT HOLDINGS INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14243.,ESTREICH & CO,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14244.,SHAW FUNDING,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14245.,JOSEPH A SMALL,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14246.,SIGNATURE INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14247.,M & T BANK,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14248.,TOTAL HOME MORTGAGE INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14249.,TRADITIONS,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14250.,COUNTRY BANK,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14251.,BOARD OF TRUSTEES - WELFARE FUND,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14252.,WESTBANK CONTRACTING INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14253.,FIRST NIAGARA FINANCIAL GROUP INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14254.,FIRST NIAGARA FINANCIAL GROUP INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14255.,STUART A SMITH,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14256.,MEDIAPOLIS INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
